Date,Close,High,Low,Open,Volume,Ticker
,NVDA,NVDA,NVDA,NVDA,NVDA,
2018-01-02,4.928265571594238,4.9319741433273965,4.808365773535016,4.840009108801232,355616000,NVDA
2018-01-03,5.2526140213012695,5.283021951983341,5.037041087712095,5.045693635907356,914704000,NVDA
2018-01-04,5.28030252456665,5.390561458402305,5.2580529787285135,5.333948798451929,583268000,NVDA
2018-01-05,5.325049877166748,5.362379382310361,5.218251948629703,5.295136573936795,580124000,NVDA
2018-01-08,5.488213062286377,5.562377912508374,5.403664680365826,5.448658412630829,881216000,NVDA
2018-01-09,5.486728668212891,5.533205349807111,5.405147158706325,5.493650707108688,497000000,NVDA
2018-01-10,5.529746055603027,5.533207076130742,5.339883617109075,5.394271149905821,582664000,NVDA
2018-01-11,5.53963565826416,5.593776116903368,5.518127346222,5.5623793756106235,406032000,NVDA
2018-01-12,5.512439250946045,5.562129871196444,5.47189581277833,5.527766757558744,359916000,NVDA
2018-01-16,5.441489219665527,5.624429605641397,5.356941303063626,5.538892893454774,702348000,NVDA
2018-01-17,5.555455207824707,5.565343633291384,5.362131798241989,5.456073962053945,538408000,NVDA
2018-01-18,5.548532009124756,5.602919516648132,5.505021720188976,5.536170890463673,408632000,NVDA
2018-01-19,5.688704490661621,5.7129316262650836,5.611820350109823,5.638766790715722,609380000,NVDA
2018-01-22,5.777207851409912,5.778938361040246,5.639013690393766,5.696615141601372,550944000,NVDA
2018-01-23,5.90625524520874,5.928998951121904,5.812065540208573,5.830606512556118,475228000,NVDA
2018-01-24,5.829372406005859,5.945317056842168,5.773748529020101,5.909470505948162,579972000,NVDA
2018-01-25,5.8429694175720215,5.927023171509084,5.82813654085626,5.883759946422527,409884000,NVDA
2018-01-26,6.015525817871094,6.01577289884531,5.87387061742999,5.886725901017889,516356000,NVDA
2018-01-29,6.102546691894531,6.133696345014624,5.9482837414925696,6.0009407586869825,455116000,NVDA
2018-01-30,6.0004448890686035,6.09191529543601,5.893894528549444,5.960643165234156,570832000,NVDA
2018-01-31,6.076588153839111,6.162372402728371,6.04321383349187,6.075846439405364,478576000,NVDA
2018-02-01,5.945562362670898,6.103781395693679,5.885241606830483,5.8966134598439695,519224000,NVDA
2018-02-02,5.773006916046143,5.883018795366627,5.714911284864153,5.859038734011418,718464000,NVDA
2018-02-05,5.283022880554199,5.765837040825689,5.0679440710422625,5.611821184350919,1165204000,NVDA
2018-02-06,5.576716899871826,5.579683286553657,5.04322279380965,5.053111692473037,1114800000,NVDA
2018-02-07,5.656320571899414,5.808853491506038,5.604405266604319,5.675603736386634,802932000,NVDA
